BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
5,Taurus,Moon,Capricorn Ascendant,Moon in Taurus in 5,"With the MOON the situation is very favorable. The native will have more daughters than sons; his education will be smooth, and he will obtain recognition for his learning. Subjects dealing with life and its development- chemistry, medicine, sociology, the fine arts and especially dance - will be learned easily and with proficiency.",Owns Houses 7 and ,Taurus in 5,Moon in 5,Moon in Taurus,Capricorn Ascendant,443,,,,,,,,,,,,
5,Taurus,Mercury,Capricorn Ascendant,Mercury in Taurus in 5,"With MERCURY, the individual will he learned, religious and well-re­spected. His children will be intelligent and well-mannered. There is a possibility of some break in his educational career.",Owns Houses 6 and 9,Taurus in 5,Mercury in 5,Mercury in Taurus,Capricorn Ascendant,444,,,,,,,,,,,,
5,Taurus,Venus,Capricorn Ascendant,Venus in Taurus in 5,"When VENUS occupies this sign, the individual is fortunate with regard to children, marriage, and social status. His education is very orderly; at almost every stage of life he may expect acclaim for his performance. He will he popular at parties.",Owns Houses 5 and 10,Taurus in 5,Venus in 5,Venus in Taurus,Capricorn Ascendant,445,,,,,,,,,,,,
5,Taurus,Mars,Capricorn Ascendant,Mars in Taurus in 5,"MARS will disturb the native's mental composure through unhappi­ness with regard to children and education. For women, there may be frequent occurrences of miscarriage. The sexual urge of the individual will be impossible to satisfy, which may drive him into extra-marital relationships. He will be agitated by the desire to achieve personal glory and will always feel dissatisfied on that score.",Owns Houses 4 and 11,Taurus in 5,Mars in 5,Mars in Taurus,Capricorn Ascendant,446,,,,,,,,,,,,
5,Taurus,Jupiter,Capricorn Ascendant,Jupiter in Taurus in 5,"JUPITER will bestow religious fervor, especially in terms of rituals and religious observances. The birth of daughters is very probable under the situation. The individual will have a desire to associate with learned persons and thus attain some enlightenment, but his worldly attachments will also be very strong. He will be well-educated and will possess knowledge of the classics, even though there may be gaps in his education.",Owns Houses 12 and 3,Taurus in 5,Jupiter in 5,Jupiter in Taurus,Capricorn Ascendant,447,,,,,,,,,,,,
5,Taurus,Saturn,Capricorn Ascendant,Saturn in Taurus in 5,"SATURN will restrict the number of children, for which reason the individual is likely to feel depressed. Unless Saturn is very positively aspected in the natal chart, the individual will not be easily consoled. His whole life will seem stifled due to the absence of helpful offspring, satisfactory social status, and the basic conveniences of life. Lack of academic credentials will create difficulties in securing a good job.",Owns Houses 1 and 2,Taurus in 5,Saturn in 5,Saturn in Taurus,Capricorn Ascendant,448,,,,,,,,,,,,
5,Taurus,Rahu,Capricorn Ascendant,Rahu in Taurus in 5,"RAHU, unless it is associated with the Moon, will bestow children, but they will not be much help to the parents. The individual will be materially successful and will have expertise in some highly specialized subject. If he goes into medicine, he may have surprising success.",Owns Houses 7 and ,Taurus in 5,Rahu in 5,Rahu in Taurus,Capricorn Ascendant,449,,,,,,,,,,,,
5,Taurus,Ketu,Capricorn Ascendant,Ketu in Taurus in 5,KETU in this position will make the individual sexually self-indulgent and enamored of unorthodox ideas. He may be shunned by society and his education will be disrupted.,Owns Houses 12 and 3,Taurus in 5,Ketu in 5,Ketu in Taurus,Capricorn Ascendant,450,,,,,,,,,,,,
5,Gemini,Sun,Aquarius Ascendant,Sun in Gemini in 5,"With the SUN occupying this sign, the intellectual faculties of the individual are greatly developed. He becomes a proficient thinker, an expert legal authority, a shrewd negotiator, a deep student of occultism (especially astrology}, an interpreter of symbolism in spiritual literature, and a very proficient accountant. He will easily pick up any subject where a logical mind and penetrating insight is needed. For these auspicious influences, he may pay the price of remaining childless, though his marriage partner may be helpful in his educational and intellectual pursuits.",Owns Houses 7 and ,Gemini in 5,Sun in 5,Sun in Gemini,Aquarius Ascendant,451,,,,,,,,,,,,
5,Gemini,Moon,Aquarius Ascendant,Moon in Gemini in 5,"With the MOON in this sign, the individual may experience difficulties in his education. In spite of a sharp intellect and a desire to acquire learning, conditions for academic achievement will be unfavorable. He will receive no help or assistance from his children, of whom there will be quite a few.",Owns Houses 6 and ,Gemini in 5,Moon in 5,Moon in Gemini,Aquarius Ascendant,452,,,,,,,,,,,,
5,Gemini,Mercury,Aquarius Ascendant,Mercury in Gemini in 5,"With MERCURY in the Fifth house, the educational career of tहe individual will be smooth, with a special aptitude for research. In every branch of study where a logical mind and inquiring intellect are needed, he will succeed. He will be much in demand in learned societies when Venus occupies this sign, as it is auspicious for everything that the Fifth house signifies. The individual will be superbly talented in music and other fine arts. his sociability and demeanor will be suave, his learning and social status commendable, and his children well-mannered, intelli­gent and fortunate.",Owns Houses 5 and 8,Gemini in 5,Mercury in 5,Mercury in Gemini,Aquarius Ascendant,453,,,,,,,,,,,,
5,Gemini,Venus,Aquarius Ascendant,Venus in Gemini in 5,"MARS in the same position will make the individual work hard for little result. His ambition to make his career and intellectual gifts profit­ able will give direction to his life, but the difficulties encountered in education, unhappiness from his children, and difficulties created by his siblings and colleagues will frustrate his ambition considerably.",Owns Houses 4 and 9,Gemini in 5,Venus in 5,Venus in Gemini,Aquarius Ascendant,454,,,,,,,,,,,,
5,Gemini,Mars,Aquarius Ascendant,Mars in Gemini in 5,JUPITER will bestow favorable results in the Fifth house. The individ­ual,Owns Houses 3 and 10,Gemini in 5,Mars in 5,Mars in Gemini,Aquarius Ascendant,455,,,,,,,,,,,,
5,Gemini,Jupiter,Aquarius Ascendant,Jupiter in Gemini in 5,"will be studious and serious, with a good academic career. His understanding of spiritual writings will be very deep. He will have a few respectable and helpful children and will earn karmic merit which will result in an extremely happy family, social and official status. He will earn recognition for his learning.",Owns Houses 11 and 2,Gemini in 5,Jupiter in 5,Jupiter in Gemini,Aquarius Ascendant,456,,,,,,,,,,,,
5,Gemini,Saturn,Aquarius Ascendant,Saturn in Gemini in 5,"SATURN, on the other hand, will be quite troublesome. Though the individual may beget a few children, they will not be valuable assets to him, and his personal life will not be conducive to spiritual studies. Technical studies, including medicine, may be possible for him, but he will have neither a happy family life, a respectable social circle, or money for the conveniences of life. He may be an intellectual without moral character.",Owns Houses 12 and 1,Gemini in 5,Saturn in 5,Saturn in Gemini,Aquarius Ascendant,457,,,,,,,,,,,,
5,Gemini,Rahu,Aquarius Ascendant,Rahu in Gemini in 5,"RAHU will create difficulties for the individual's children, make him associate with unethical persons, and may induce him to adopt under­ handed methods for attaining his goals.",Owns Houses 6 and ,Gemini in 5,Rahu in 5,Rahu in Gemini,Aquarius Ascendant,458,,,,,,,,,,,,
5,Gemini,Ketu,Aquarius Ascendant,Ketu in Gemini in 5,"KETU in Gemini in the Fifth will bring to light certain uncommon talents which may initially seem foolish, but finally will be acknowledged as original masterpieces.",Owns Houses 11 and 2,Gemini in 5,Ketu in 5,Ketu in Gemini,Aquarius Ascendant,459,,,,,,,,,,,,
5,Cancer,Sun,Piscis Ascendant,Sun in Cancer in 5,"When the SUN occupies this sign, contradictory influence will affect the individual: he will be primarily a comfort-loving sensual.st, living in a make-believe world, but the thirst for social position and power combined with a deep comprehension of nature's secrets will churn his heart, and no compromise will be possible. He may have one or two children, but will secure no help from them.",Owns Houses 6 and ,Cancer in 5,Sun in 5,Sun in Cancer,Piscis Ascendant,460,,,,,,,,,,,,
5,Cancer,Moon,Piscis Ascendant,Moon in Cancer in 5,"An ideal situation arises with the MOON occupying this sign. The native will be blessed with well-mannered, intelligent children, will be contented, and will have a good education. He will be in demand socially and will be well-placed in life.",Owns Houses 5 and ,Cancer in 5,Moon in 5,Moon in Cancer,Piscis Ascendant,461,,,,,,,,,,,,
5,Cancer,Mercury,Piscis Ascendant,Mercury in Cancer in 5,"MERCURY will activate the native-'s mind. His comprehension and power of expression, both verbal and literary, will make him greatly renowned. His educational career will be smooth and his special aptitude for economics, international trade and legal or trade negotiations will make him much sought after. His family situation, his mother't love and his marital happiness will go a long way toward bestowing upon him a very clear, penetrating and objective approach to life. His learning will take him to distant places.",Owns Houses 4 and 7,Cancer in 5,Mercury in 5,Mercury in Cancer,Piscis Ascendant,462,,,,,,,,,,,,
5,Cancer,Venus,Piscis Ascendant,Venus in Cancer in 5,,Owns Houses 3 and 8,Cancer in 5,Venus in 5,Venus in Cancer,Piscis Ascendant,463,,,,,,,,,,,,
5,Cancer,Mars,Piscis Ascendant,Mars in Cancer in 5,"MARS will destroy any happiness from children. It can lead to abortions and perhaps to children who will seem to take care of the individual but who cannot he relied upon. The educational career of the native will not be smooth. He will be too excited about life and his impulsiveness will involve him in difficulties. He will be religious and self-sacrificing, but his friends will feel uncomfortable around him.",Owns Houses 2 and 9,Cancer in 5,Mars in 5,Mars in Cancer,Piscis Ascendant,464,,,,,,,,,,,,
5,Cancer,Jupiter,Piscis Ascendant,Jupiter in Cancer in 5,"An exalted JUPn'ER in the Fifth house will be a great asset for the individual, but its influence on children will not be what one might expect: it will enable the individual to acquire an excellent education, superb official status and coveted international honors, but he will probably be denied any offspring, The absence of any issue is primarily intended to make him tum towards spiritual knowledge. Such a planetary position will protect the individual from a materialistic outlook and establish him on his spiritual path.",Owns Houses 10 and 1,Cancer in 5,Jupiter in 5,Jupiter in Cancer,Piscis Ascendant,465,,,,,,,,,,,,
5,Cancer,Saturn,Piscis Ascendant,Saturn in Cancer in 5,"SATURN in this position is very disturbing. Its effects can be summa­rized as: restrictions in education, obstruction of mental pursuits, distur­b bances in marital relationship, and indigence in monetary affairs.",Owns Houses 11 and 12,Cancer in 5,Saturn in 5,Saturn in Cancer,Piscis Ascendant,466,,,,,,,,,,,,
5,Cancer,Rahu,Piscis Ascendant,Rahu in Cancer in 5,"RAHU might, in the same position, lead to a few children, but they may be deeply disturbed. The individual himself is likely to indulge in underhanded activities; his goals will be very materialistic and directed solely towards personal satisfaction.",Owns Houses 5 and ,Cancer in 5,Rahu in 5,Rahu in Cancer,Piscis Ascendant,467,,,,,,,,,,,,
5,Cancer,Ketu,Piscis Ascendant,Ketu in Cancer in 5,KETU here can make the native psychologically unbalanced. His thinking may be very revolutionary.,Owns Houses 10 and 1,Cancer in 5,Ketu in 5,Ketu in Cancer,Piscis Ascendant,468,,,,,,,,,,,,
5,Leo,Sun,Aries Ascendant,Sun in Leo in 5,"The SUN occupying this sign greatly intensifies its impact The individual is fired with an idealism which often epitomizes the Vedantic way of life. If supporting conditions are pre-sent, he will strive to realize this highest spiritual objective in the society around him. Such a stupendous task may be possible, due to his sharp intellect, enduring stamina, and through physical creativity, i.e. the birth of a son.",Owns Houses 5 and ,Leo in 5,Sun in 5,Sun in Leo,Aries Ascendant,469,,,,,,,,,,,,
